#   BLOCK:  TEMPERATURE:
           0        0.96
           0        0.96
           0        0.96
           0        0.96
           0        0.96
           0        0.96
           0    0.960001
           0    0.960001
           0    0.960001
           0    0.960001
           0    0.960001
           0    0.960002
           0    0.960002
           0    0.960002
           0    0.960003
           0    0.960003
           0    0.960004
           0    0.960004
           0    0.960005
           0    0.960005
           0    0.960006
           0    0.960006
           0    0.960007
           0    0.960008
           0    0.960008
           0    0.960009
           0     0.96001
           0    0.960011
           0    0.960011
           0    0.960012
           0    0.960013
           0    0.960014
           0    0.960015
           0    0.960016
           0    0.960017
           0    0.960018
           0    0.960019
           0     0.96002
           0    0.960021
           0    0.960022
           0    0.960023
           0    0.960025
           0    0.960026
           0    0.960027
           0    0.960028
           0     0.96003
           0    0.960031
           0    0.960032
           0    0.960034
           0    0.960035
           0    0.960036
           0    0.960038
           0    0.960039
           0    0.960041
           0    0.960043
           0    0.960044
           0    0.960046
           0    0.960047
           0    0.960049
           0    0.960051
           0    0.960052
           0    0.960054
           0    0.960056
           0    0.960058
           0     0.96006
           0    0.960062
           0    0.960064
           0    0.960065
           0    0.960067
           0    0.960069
           0    0.960071
           0    0.960073
           0    0.960076
           0    0.960078
           0     0.96008
           0    0.960082
           0    0.960084
           0    0.960086
           0    0.960089
           0    0.960091
           0    0.960093
           0    0.960096
           0    0.960098
           0      0.9601
           0    0.960103
           0    0.960105
           0    0.960108
           0     0.96011
           0    0.960113
           0    0.960115
           0    0.960118
           0    0.960121
           0    0.960123
           0    0.960126
           0    0.960129
           0    0.960132
           0    0.960134
           0    0.960137
           0     0.96014
           0    0.960143
           0    0.960146
           0    0.960149
           0    0.960152
           0    0.960155
           0    0.960158
           0    0.960161
           0    0.960164
           0    0.960167
           0     0.96017
           0    0.960173
           0    0.960176
           0     0.96018
           0    0.960183
           0    0.960186
           0    0.960189
           0    0.960193
           0    0.960196
           0      0.9602
           0    0.960203
           0    0.960206
           0     0.96021
           0    0.960213
           0    0.960217
           0    0.960221
           0    0.960224
           0    0.960228
           0    0.960232
           0    0.960235
           0    0.960239
           0    0.960243
           0    0.960247
           0     0.96025
           0    0.960254
           0    0.960258
           0    0.960262
           0    0.960266
           0     0.96027
           0    0.960274
           0    0.960278
           0    0.960282
           0    0.960286
           0     0.96029
           0    0.960295
           0    0.960299
           0    0.960303
           0    0.960307
           0    0.960311
           0    0.960316
           0     0.96032
           0    0.960325
           0    0.960329
           0    0.960333
           0    0.960338
           0    0.960342
           0    0.960347
           0    0.960351
           0    0.960356
           0    0.960361
           0    0.960365
           0     0.96037
           0    0.960375
           0     0.96038
           0    0.960384
           0    0.960389
           0    0.960394
           0    0.960399
           0    0.960404
           0    0.960409
           0    0.960414
           0    0.960419
           0    0.960424
